"Dis No","Year","Seq","Glide","Disaster Group","Disaster Subgroup","Disaster Type","Disaster Subtype","Disaster Subsubtype","Event Name","Country","ISO","Region","Continent","Location","Origin","Associated Dis","Associated Dis2","OFDA Response","Appeal","Declaration","AID Contribution (000 US$)","Dis Mag Value","Dis Mag Scale","Latitude","Longitude","Local Time","River Basin","Start Year","Start Month","Start Day","End Year","End Month","End Day","Total Deaths","No Injured","No Affected","No Homeless","Total Affected","Reconstruction Costs ('000 US$)","Reconstruction Costs, Adjusted ('000 US$)","Insured Damages ('000 US$)","Insured Damages, Adjusted ('000 US$)","Total Damages ('000 US$)","Total Damages, Adjusted ('000 US$)","CPI","Adm Level","Admin1 Code","Admin2 Code","Geo Locations"
"2021-0232-BRA","2021","0232","","Natural","Hydrological","Flood","","","","Brazil","BRA","South America","Americas","Oriximiná Municipality (northern Parà)","Heavy rains","","","","","Yes","","","Km2","","","","Trombetas River","2021","4","19","2021","6","5","","","14000","","14000","","","","","40000","43201","92.590192930993","2","","8806","Oriximina (Adm2). "
"2021-0303-BRA","2021","0303","","Natural","Hydrological","Flood","","","","Brazil","BRA","South America","Americas","Parintins, Manacapuru, Careiro da Várzea, Manaus municipalities (Amazonas State)","Heavy rains, La Nina","","","","","","","","Km2","","","","Amazon, Solimões and Negro Rivers","2021","4","20","2021","4","23","","5","455000","","455005","","","","","","","92.590192930993","2","","6490;6507;6509;6517","Careiro Da Varzea, Manacapuru, Manaus, Parintins (Adm2). "
"2021-0790-BRA","2021","0790","FL-2021-000204","Natural","Hydrological","Flood","","","","Brazil","BRA","South America","Americas","Itaberaba, Itamaraju, Porto Seguro, Eunápolis, Prado, Teixeira de Freitas , Jucuruçu, Itagimirim, Medeiros Neto municipalities (Bahia state); Minas Gerais state; Espirito Santo; Tocantins ","Heavy rains","","","","","Yes","","","Km2","","","","","2021","11","15","2022","1","16","51","523","1035643","","1036166","351000","379090","","","417000","450372","92.590192930993","1;2","672;677;691","6658;6706;6712;6716;6749;6784;6840;6842;6917","Espirito Santo, Minas Gerais, Tocantins (Adm1). Eunapolis, Itaberaba, Itagimirim, Itamaraju, Jucurucu, Medeiros Neto, Porto Seguro, Prado, Teixeira De Freitas (Adm2). "
"2022-0020-BRA","2022","0020","","Natural","Hydrological","Flood","","","","Brazil","BRA","South America","Americas","Minas Gerais","Heavy rains, La Nina","Slide (land, mud, snow, rock)","","","","","","","Km2","","","","","2022","1","1","2022","1","14","15","32","","","32","","","","","90000","90000","100","1","677","","Minas Gerais (Adm1). "
"2022-0065-BRA","2022","0065","","Natural","Hydrological","Flood","","","","Brazil","BRA","South America","Americas","Sao Paulo state","Heavy rains","Slide (land, mud, snow, rock)","","","","","","","Km2","","","","","2022","1","1","2022","2","4","35","12","3000","","3012","","","","","72000","72000","100","1","689","","Sao Paulo (Adm1). "
"2022-0089-BRA","2022","0089","","Natural","Hydrological","Flood","","","","Brazil","BRA","South America","Americas","Miracema, Laje do Muriae, Santo Antonio de Padua, Italva and Itaocara municipalities (Rio de Janeiro state)","Heavy rains","Slide (land, mud, snow, rock)","","","","Yes","","","Km2","","","","","2022","2","13","2022","2","16","272","197","15000","886","16083","","","","","27000","27000","100","1;2","671;676","6442;9925;9926;9930;9938;9963","Distrito Federal, Mato Grosso Do Sul (Adm1). Italva, Itaocara, Laje Do Muriae, Miracema, Santo Antonio De Padua, Sao Jose Da Laje (Adm2). "
"2022-0149-BRA","2022","0149","","Natural","Hydrological","Flood","","","","Brazil","BRA","South America","Americas"," Petrópolis City and the Fluminense Mountain Region (Rio de Janeiro State)","Heavy rains","Slide (land, mud, snow, rock)","","","","","","","Km2","","","","","2022","3","20","2022","3","22","8","","800","","800","","","","","","","100","1","683","","Rio De Janeiro (Adm1). "
"2022-0190-BRA","2022","0190","","Natural","Hydrological","Flood","","","","Brazil","BRA","South America","Americas","Angra dos Reis, Paraty, Mesquita, Duque de Caxias, Cachoeiras de Macacu (Rio de Janeiro state)","Heavy rains","Slide (land, mud, snow, rock)","","","","","","","Km2","","","","","2022","4","1","2022","4","4","23","","31500","","31500","","","","","136000","136000","100","1","683","","Rio De Janeiro (Adm1). "
"2022-0318-BRA","2022","0318","","Natural","Hydrological","Flood","","","","Brazil","BRA","South America","Americas","Pernambuco, Alagoas and Paraíba states; Olinda, Jaboatão dos Guararapes, São José da Coroa Grande (greater Ricefe region)","Heavy rains","Slide (land, mud, snow, rock)","","","","Yes","","","Km2","","","","Negro, Amazon, Jurua, Purus, Madeira and Solimões Rivers","2022","5","24","2022","5","30","116","4","24300","","24304","","","","","459000","459000","100","1","666;679;681","","Alagoas, Paraiba, Pernambuco (Adm1). "
"2022-0793-BRA","2022","0793","","Natural","Hydrological","Flood","","","","Brazil","BRA","South America","Americas","Carapebus and Conceição de Macabu (Rio de Janeiro State); Santa Catarina state; Paranà State; Espirito Santo State, Curitiba, Bahia","Heavy rains","Slide (land, mud, snow, rock)","","","","Yes","","","Km2","","","","Doce River","2022","11","29","2022","12","4","32","","17500","","17500","","","","","","","100","","","",""
"2022-0587-BRA","2022","0587","","Technological","Technological","Transport accident","Water","","","Brazil","BRA","South America","Americas","Near Belem","","","","","","","","","","","","","","2022","9","8","2022","9","8","11","8","","","8","","","","","","","100","","","",""
"2022-9211-BRA","2022","9211","","Natural","Climatological","Drought","Drought","","","Brazil","BRA","South America","Americas","","","","","","","","","","Km2","","","","","2022","1","","2022","12","","","","","","","","","","","4000000","4000000","100","","","",""
"2022-0265-BRA","2022","0265","","Natural","Hydrological","Flood","","","","Brazil","BRA","South America","Americas","Florianopolis and Vale do Itajai (Santa Catarina State )","Heavy rain","","","","","Yes","","","Km2","","","","","2022","5","3","2022","5","5","3","","44000","","44000","","","","","93000","93000","100","2","","6934;10773;10811","Florianopolis, Itajai, Valenca (Adm2). "
"2022-0409-BRA","2022","0409","","Natural","Hydrological","Flood","","","","Brazil","BRA","South America","Americas"," Alagoas, Pernambuco, and Rio Grande do Norte States","Heavy rains","","","","","Yes","","","Km2","","","","","2022","7","5","2022","7","6","12","","67500","","67500","","","","","264000","264000","100","1","666;681;684","","Alagoas, Pernambuco, Rio Grande Do Norte (Adm1). "
"2022-0783-BRA","2022","0783","","Natural","Hydrological","Flood","","","","Brazil","BRA","South America","Americas","Bahia state","Heavy rains","","","","","","","","Km2","","","","","2022","11","29","2022","12","4","10","","3000","","3000","","","","","","","100","1","669","","Bahia (Adm1). "
"2022-0815-BRA","2022","0815","","Natural","Hydrological","Flood","","","","Brazil","BRA","South America","Americas","Itapema and Camboriú (Santa Catarina state); Espírito Santo State","Heavy rains","","","","","","","","Km2","","","","","2022","12","20","2022","12","22","2","","16350","","16350","","","","","","","100","1;2","672","10737;10812","Espirito Santo (Adm1). Camboriu, Itapema (Adm2). "
"2023-0028-BRA","2023","0028","","Natural","Hydrological","Flood","","","","Brazil","BRA","South America","Americas","Rodeio Municipality (Santa Caterina State)","","Slide (land, mud, snow, rock)","Storm","","","","","","Km2","","","","","2023","1","17","2023","1","18","5","","180","","180","","","","","","","","2","","10907","Rodeio (Adm2). "
"2023-0092-BRA","2023","0092","","Natural","Hydrological","Flood","","","","Brazil","BRA","South America","Americas","Sao Sebastiao City and one in Ubatuba City (Sao Paulo state)","Heavy rains","Slide (land, mud, snow, rock)","","","","","","","Km2","","","","","2023","2","19","2023","2","21","67","25","4000","","4025","","","","","","","","1","689","","Sao Paulo (Adm1). "
"2023-0157-BRA","2023","0157","","Natural","Hydrological","Flood","","","","Brazil","BRA","South America","Americas","Ceara, Maranhao, Para, Pernambuco, and Piau States","","Slide (land, mud, snow, rock)","","","","Yes","","","Km2","","","","","2023","3","16","2023","3","23","6","","2400","","2400","","","","","","","","1","670;674;678;681;682","","Ceara, Maranhao, Para, Pernambuco, Piaui (Adm1). "
